ID,Name,isshow,ItemMainType,ItemSubType,EquipmentSlot,WeaponType,WeaponEntityId,NeedMoney,Price,Level,Icon,Quality,Profession,Rank,MaxCount,From,AddValue,Desc,,skillID,GloAction,Durability,HpMax,MpMax,HpCurr,MpCurr,Attack,Defense,Agile,Spirit,Reply,Hit,Dodge,Crit,counterpunch,Magicattack,Magicdefense,NoSleep,NoPetrifaction,NoDrunk,NoChaos,NoForget,Wind,Land,Water,Fire,PT_SneakAttack,Poison,RaceType,InfluenceSkill,Coefficient,EmployeeId,CanUse,AttackAction,Title,Weapon_D,Weapon_P,Armor_D,Armor_P,AcquiringWay,ArtifactExp
1017,细柄短剑,1,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,542,8,jian8b_icon,QC_Purple,,,1,,,剑身很细柄很短的轻巧剑,,,,,,,,,153;204,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,90
1018,长军刀+,1,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,542,8,jian8c_icon,QC_Purple,,,1,,,剑身宽广的防御剑,,,,600;750,,,,,90;180,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,95
1019,细刃重剑,1,IMT_Equip,IST_Sword,ES_DoubleHand,WT_Sword,1002,,759,9,jian9a_icon,QC_Purple,,,1,,,剑身很细，剑柄却又重又长的两手剑,,,,750;900,,,,,182;228,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,100
1020,刚硬巨剑,1,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,759,9,jian9b_icon,QC_Golden,,,1,,,由硬钢制成的长剑,,,,750;900,,,,,185;185,,,,,,,,,,,,,,,,,,,,,,,1;-0.2,20,,IUF_All,WAT_Chop,,,,,,装备锻造获得,105
1021,青龙刀,1,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,1030,10,jian10a_icon,QC_Purple,,,1,,,剑身刻有龙形的单手剑,,,,750;900,,,,,204;240,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,110
1022,曲刀,1,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,1030,10,jian10b_icon,QC_Golden,,,1,,,需要力量大的人才拿的动的超巨剑,,,,750;900,,,,,250;250,,1;1,,,1;1,1;1,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,115
1023,手斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,31,1,fu1a_icon,QC_White,,,1,,,作得很精致的手斧,,,,750;900,,,,,15;29,-2;-2,-5;-6,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,5
1024,勇气之斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,31,1,fu1b_icon,QC_Green,,,1,,,铁制的小斧头，被称为成人的证明,,,,750;900,,,,,22;44,-3;-3,-7;-9,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,10
1025,寛手斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,38,2,fu2a_icon,QC_Green,,,1,,,宽手斧,,,,750;900,,,,,29;58,-4;-4,-10;-12,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,15
1026,战斗手斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,38,2,fu2b_icon,QC_Blue,,,1,,,于近身战时方可发挥威力之手斧,,,,750;900,,,,,36;73,-5;-5,-12;-15,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,20
1027,格斗手斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,57,3,fu3a_icon,QC_Green,,,1,,,用于近身战的长柄手斧,,,,750;900,,,,,43;87,-6;-6,-14;-18,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,25
1028,钢斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,57,3,fu3b_icon,QC_Blue,,,1,,,钢铁制的重战斧,,,,750;900,,,,,50;102,-7;-7,-17;-21,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,30
1029,长战斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,94,4,fu4a_icon,QC_Green,,,1,,,容易使用的长柄斧头,,,,750;900,,,,,57;116,-8;-8,-19;-25,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,35
1030,双刃斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,94,4,fu4b_icon,QC_Blue,,,1,,,好上手的战斗用双头斧,,,,750;900,,,,,64;131,-9;-9,-22;-27,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,40
1031,钩爪斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,155,5,fu5a_icon,QC_Blue,,,1,,,尖端有钩的捕捉用斧头,,,,750;900,,,,,71;145,-10;-10,-26;-30,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,45
1032,阔刃斧,1,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,155,5,fu5b_icon,QC_Purple,,,1,,,刃部宽的巨大战斗斧头,,,,750;900,,,,,78;160,-11;-11,-26;-33,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,50
1033,钻保雷格之斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,155,5,fu5c_icon,QC_Purple,,,1,,,虽然看起来又厚又重，但切砍起来相当锐利的战斧。,,,,750;900,,,,,100;167,-10;-10,-24;-24,,,3;3,,18;18,1;4,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,55
1034,弯月大战斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,246,6,fu6a_icon,QC_Blue,,,1,,,有著弯月型斧刃的巨大战斧,,,,750;900,,,,,85;175,-11;-11,-30;-36,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,60
1035,大型阔刃斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,246,6,fu6b_icon,QC_Purple,,,1,,,刃部很宽的巨大战斗斧,,,,750;900,,,,,92;189,-13;-13,-32;-39,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,65
1036,大型双刃斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,373,7,fu7a_icon,QC_Blue,,,1,,,大型双头战斗斧头,,,,750;900,,,,,164;218,-15;-15,-36;-42,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,70
1037,超大皇帝斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,373,7,fu7b_icon,QC_Purple,,,1,,,让人惊讶的大斧头,,,,750;900,,,,,119;151,-14;-14,-34;-40,,,,,36;36,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,75
1038,水龙之斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,373,7,fu7c_icon,QC_Purple,,,1,,,寄宿有海神的魔力的斧,,,,900;900,,,,,230;230,25;25,,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,80
1039,新月斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,542,8,fu8a_icon,QC_Blue,,,1,,,有重量压迫感的长柄巨大斧头,,,,750;900,,,,,185;242,-16;-16,-40;-48,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,85
1040,米诺陶斯战斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,542,8,fu8b_icon,QC_Purple,,,1,,,牛头怪曾经使用的巨大战斗斧头,,,,750;900,,,,,205;225,-70;-70,,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,90
1041,大型双刃斧+,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,542,8,fu8c_icon,QC_Purple,,,1,,,大型双头战斗斧头,,,,600;750,,,,,183;209,-10;-12,-28;-38,,,,,18;18,1;3,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,95
1042,薄刃钩爪斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,759,9,fu9a_icon,QC_Purple,,,1,,,又薄又宽的刃部，尖端有勾的长柄斧头,,,,750;900,,,,,230;287,-19;-19,-45;-54,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,100
1043,弯月长柄斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,759,9,fu9b_icon,QC_Golden,,,1,,,长又弯曲的斧头的长柄斧头,,,,750;900,,,,,232;288,-29;-29,-50;-51,,,,,21;21,,,,,,,,,,,,,,,,7;-0.2,19,,IUF_All,WAT_Chop,,,,,,装备锻造获得,105
1044,金属重斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,1030,10,fu10a_icon,QC_Purple,,,1,,,全部用金属做的，非常重的斧头,,,,750;900,,,,,320;321,-40;-40,-40;-70,,,,,18;18,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,装备锻造获得,110
1045,处刑斧,1,IMT_Equip,IST_Axe,ES_DoubleHand,WT_Axe,1001,,1030,10,fu10b_icon,QC_Golden,,,1,,,处死用很利的双手斧头,,,,750;900,,,,,320;321,-40;-40,-40;-70,,,,,18;18,,,,,,,,,,,,,,,,7;-0.2,20,,IUF_All,WAT_Chop,,,,,,装备锻造获得,115
1046,短矛,1,IMT_Equip,IST_Spear,ES_DoubleHand,WT_Spear,1003,,31,1,qiang1a_icon,QC_White,,,1,,,用途很广的短枪,,,,750;900,,,,,10;20,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,5
1047,攻城枪,1,IMT_Equip,IST_Spear,ES_DoubleHand,WT_Spear,1003,,31,1,qiang1b_icon,QC_Green,,,1,,,两端都尖的城堡用长柄枪,,,,750;900,,,,,15;30,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,10
1048,刺枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,38,2,qiang2a_icon,QC_Green,,,1,,,轻又长，方便操作的枪,,,,750;900,,,,,22;40,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,15
1049,金属枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,38,2,qiang2b_icon,QC_Blue,,,1,,,中央有手把，全金属做的枪,,,,750;900,,,,,28;50,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,20
1050,长柄弯枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,57,3,qiang3a_icon,QC_Green,,,1,,,柄上有新月型刃部的长柄武器,,,,750;900,,,,,36;60,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,25
1051,长柄尖枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,57,3,qiang3b_icon,QC_Blue,,,1,,,有长又尖尖端部的长柄枪,,,,750;900,,,,,42;70,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,30
1052,穗枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,94,4,qiang4a_icon,QC_Green,,,1,,,有树叶型很利刃部的长枪,,,,750;900,,,,,52;80,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,35
1053,双叉戟,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,94,4,qiang4b_icon,QC_Blue,,,1,,,尖端有分叉的捕捉用长柄武器,,,,750;900,,,,,59;90,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,40
1054,护卫枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,155,5,qiang5a_icon,QC_Blue,,,1,,,卫兵用，有装饰的长枪,,,,750;900,,,,,70;100,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,45
1055,骑士枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,155,5,qiang5b_icon,QC_Purple,,,1,,,骑士用像刺枪的长柄枪,,,,750;900,,,,,77;110,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,50
1056,偃月枪,1,IMT_Equip,IST_Spear,ES_DoubleHand,WT_Spear,1003,,155,5,qiagn5c_icon,QC_Purple,,,1,,,长柄刀的一种，因装饰华丽而显得略重。,,,,900;1050,,,,,87;126,1;3,,,,4;4,,,8;8,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,55
1057,大砍枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,246,6,qiang6a_icon,QC_Blue,,,1,,,有勾镰刀状的枪,,,,900;1050,,,,,90;120,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,60
1058,长尖枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,246,6,qiang6b_icon,QC_Purple,,,1,,,尖端极尖，专门刺杀用的枪,,,,900;1050,,,,,98;130,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,65
1059,蝎枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,373,7,qiang7a_icon,QC_Blue,,,1,,,改造进化的特殊枪,,,,900;1050,,,,,105;140,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,70
1060,双刃枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,373,7,qiang7b_icon,QC_Purple,,,1,,,有分叉刀部的枪,,,,900;1050,,,,,120;125,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,75
1061,水龙之枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,373,7,qiang7c_icon,QC_Purple,,,1,,,寄宿有海神的魔力的枪,,,,900;900,,,,,140;140,,50;50,,,3;3,,12;12,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,80
1062,阔刃枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,542,8,qiang8a_icon,QC_Blue,,,1,,,有长三角锤形状尖端的步兵枪,,,,900;900,,,,,120;160,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,85
1063,东方长刺枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,542,8,qiang8b_icon,QC_Purple,,,1,,,中间有手把，末端有金属箍的长枪,,,,900;1050,,,,,140;140,,,,,8;8,-4;-4,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,90
1064,蝎抢+,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,542,8,qiang8c_icon,QC_Purple,,,1,,,改造进化的特殊枪,,,,600;750,,,,,168;225,-10;-15,-28;-40,,,3;3,,18;18,1;3,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,95
1065,钩爪枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,759,9,qiang9a_icon,QC_Purple,,,1,,,有尖锐尖端及钩子的枪,,,,600;750,,,,,152;190,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,100
1066,原始枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,759,9,qiang9b_icon,QC_Golden,,,1,,,有巨大尖端部的传统枪,,,,600;750,,,,,180;190,,,,,5;5,-3;-3,,9;9,,,,,,,,,,,,,,,2;-0.2,-20,,IUF_All,WAT_Stab,,,,,,装备锻造获得,105
1067,三叉战戟,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,1030,10,qiang10a_icon,QC_Purple,,,1,,,剑斗士喜欢用，格斗用三叉的枪,,,,600;750,,,,,179;210,,,,,3;3,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,装备锻造获得,110
1068,异形枪,1,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,1030,10,qiang10b_icon,QC_Golden,,,1,,,尖端部两侧有短钩的长枪,,,,600;750,,,,,225;225,,,,,1;1,-4;-4,,1;1,,,,,,,,,,,,,,,2;-0.2,-20,,IUF_All,WAT_Stab,,,,,,装备锻造获得,115
1069,轻型弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,31,1,gong1a_icon,QC_White,,,1,,,好用普及的短弓箭,,,,750;900,,,,,11;22,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,5
1070,威力短弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,31,1,gong1b_icon,QC_Green,,,1,,,短距离中，发挥威力的短弓箭,,,,750;900,,,,,17;33,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,10
1071,短战弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,38,2,gong2a_icon,QC_Green,,,1,,,携带方便的步兵用短弓,,,,750;900,,,,,22;44,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,15
1072,猎弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,38,2,gong2b_icon,QC_Blue,,,1,,,声音小的狩猎用单弓,,,,750;900,,,,,28;55,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,20
1073,强弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,57,3,gong3a_icon,QC_Green,,,1,,,用3种素材加强强度的单弓,,,,750;900,,,,,33;66,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,25
1074,格斗弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,57,3,gong3b_icon,QC_Blue,,,1,,,高威力战斗用合成弓,,,,750;900,,,,,39;77,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,30
1075,狙击弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,94,4,gong4a_icon,QC_Green,,,1,,,据说百发百中的弓,,,,750;900,,,,,44;88,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,35
1076,强力狙击弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,94,4,gong4b_icon,QC_Blue,,,1,,,有羽毛装饰，高精度的弓,,,,750;900,,,,,50;100,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,40
1077,杀手长弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,155,5,gong5a_icon,QC_Blue,,,1,,,具有破坏力的长弓,,,,750;900,,,,,55;110,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,45
1078,冲击弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,155,5,gong5b_icon,QC_Purple,,,1,,,用弓与箭的共振来发出冲击波的弓,,,,750;900,,,,,61;122,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,50
1079,米斯特丁之弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,155,5,gong5c_icon,QC_Purple,,,1,,,看起来好像装饰品 ，但是精准度高而攻击力强的弓,,,,750;900,,,,,80;122,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,55
1080,巨弓,1,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,246,6,gong6a_icon,QC_Blue,,,1,,,有压迫感的大弓,,,,750;900,,,,,66;133,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,装备锻造获得,60
