item_id,type,skill_kind,skill_lv,gain_skillexp,cost_res,cost_num,need_item,need_itemnum,profession,need_money,need_book,Chance,SpecialID
1235,Player,142,20,,,,3002;3102;3402;5086,7;7;12;2,,480,,100,21235
1236,Player,142,20,,,,3002;3102;3402;5086,10;10;18;4,,720,,100,21236
1237,Player,142,30,,,,3003;3103;3403;5086,9;9;16;3,,640,,100,21237
1238,Player,142,30,,,,3003;3103;3403;5086,14;14;24;6,,960,,100,21238
1239,Player,142,40,,,,3004;3104;3404;5086,12;12;20;4,,800,5406,100,21239
1240,Player,142,40,,,,3004;3104;3404;5086,18;18;30;8,,1200,5407,100,21240
1241,Player,142,40,,,,3004;3104;3404;5086,28;28;48;12,,2000,5408,100,21241
1242,Player,142,50,,,,3005;3105;3405;5086,14;14;24;5,,960,5409,100,21242
1243,Player,142,50,,,,3005;3105;3405;5086,21;21;36;10,,1440,5410,100,21243
1244,Player,142,60,,,,3006;3106;3406;5086,16;16;27;6,,1120,5411,100,21244
1245,Player,142,60,,,,3006;3106;3406;5086,25;25;42;12,,1680,5412,100,21245
1246,Player,142,60,,,,3006;3106;3406;5086,40;40;68;18,,2800,5413,100,21246
1247,Player,142,70,,,,3007;3107;3407;5086,43;31;31;7,,2600,5414,100,21247
1248,Player,142,70,,,,3007;3107;3407;5086,59;40;40;14,,3200,5415,100,21248
1249,Player,142,70,,,,3007;3107;3407;5086,85;55;55;21,,3400,5416,100,21249
1256,Player,143,10,,,,3001;3101;3401,5;3;3,,240,,100,21256
1257,Player,143,10,,,,3001;3101;3401;5086,8;4;4;1,,320,,100,21257
1258,Player,143,20,,,,3002;3102;3402;5086,12;7;7;2,,480,,100,21258
1259,Player,143,20,,,,3002;3102;3402;5086,18;10;10;4,,720,,100,21259
1260,Player,143,30,,,,3003;3103;3403;5086,16;9;9;3,,640,,100,21260
1261,Player,143,30,,,,3003;3103;3403;5086,24;14;14;6,,960,,100,21261
1263,Player,143,40,,,,3004;3104;3404;5086,20;12;12;4,,800,5430,100,21263
1264,Player,143,40,,,,3004;3104;3404;5086,30;18;18;8,,1200,5431,100,21264
1265,Player,143,40,,,,3004;3104;3404;5086,48;28;28;12,,2000,5432,100,21265
1266,Player,143,50,,,,3005;3105;3405;5086,24;14;14;5,,960,5433,100,21266
1267,Player,143,50,,,,3005;3105;3405;5086,36;21;21;10,,1440,5434,100,21267
1268,Player,143,60,,,,3006;3106;3406;5086,27;16;16;6,,1120,5435,100,21268
1269,Player,143,60,,,,3006;3106;3406;5086,42;25;25;12,,1680,5436,100,21269
1270,Player,143,60,,,,3006;3106;3406;5086,68;40;40;18,,2800,5437,100,21270
1271,Player,143,70,,,,3007;3107;3407;5086,43;31;31;7,,2600,5438,100,21271
1272,Player,143,70,,,,3007;3107;3407;5086,59;40;40;14,,3200,5439,100,21272
1273,Player,143,70,,,,3007;3107;3407;5086,85;55;55;21,,3400,5440,100,21273
1280,Player,151,10,,,,3001;3101;3401,5;3;3,,240,,100,21280
1281,Player,151,10,,,,3001;3101;3401;5086,8;4;4;1,,320,,100,21281
1282,Player,151,20,,,,3002;3102;3402;5086,12;7;7;2,,480,,100,21282
1283,Player,151,20,,,,3002;3102;3402;5086,18;10;10;4,,720,,100,21283
1284,Player,151,30,,,,3003;3103;3403;5086,16;9;9;3,,640,,100,21284
1285,Player,151,30,,,,3003;3103;3403;5086,24;14;14;6,,960,,100,21285
1286,Player,151,40,,,,3004;3104;3404;5086,20;12;12;4,,800,5453,100,21286
1287,Player,151,40,,,,3004;3104;3404;5086,30;18;18;8,,1200,5454,100,21287
1288,Player,151,40,,,,3004;3104;3404;5086,48;28;28;12,,2000,5455,100,21288
1289,Player,151,50,,,,3005;3105;3405;5086,24;14;14;5,,960,5456,100,21289
1290,Player,151,50,,,,3005;3105;3405;5086,36;21;21;10,,1440,5457,100,21290
1291,Player,151,60,,,,3006;3106;3406;5086,27;16;16;6,,1120,5458,100,21291
1292,Player,151,60,,,,3006;3106;3406;5086,42;25;25;12,,1680,5459,100,21292
1293,Player,151,60,,,,3006;3106;3406;5086,68;40;40;18,,2800,5460,100,21293
1294,Player,151,70,,,,3007;3107;3407;5086,43;31;31;7,,2600,5461,100,21294
1295,Player,151,70,,,,3007;3107;3407;5086,59;40;40;14,,3200,5462,100,21295
1296,Player,151,70,,,,3007;3107;3407;5086,85;55;55;21,,3400,5463,100,21296
1303,Player,152,10,,,,3001;3101;3401,3;3;5,,240,,100,21303
1304,Player,152,10,,,,3001;3101;3401;5086,4;4;8;1,,320,,100,21304
1305,Player,152,20,,,,3002;3102;3402;5086,7;7;12;2,,480,,100,21305
1306,Player,152,20,,,,3002;3102;3402;5086,10;10;18;4,,720,,100,21306
1307,Player,152,30,,,,3003;3103;3403;5086,9;9;16;3,,640,,100,21307
1308,Player,152,30,,,,3003;3103;3403;5086,14;14;24;6,,960,,100,21308
1309,Player,152,40,,,,3004;3104;3404;5086,12;12;20;4,,800,5476,100,21309
1310,Player,152,40,,,,3004;3104;3404;5086,18;18;30;8,,1200,5477,100,21310
1311,Player,152,40,,,,3004;3104;3404;5086,28;28;48;12,,2000,5478,100,21311
1312,Player,152,50,,,,3005;3105;3405;5086,14;14;24;5,,960,5479,100,21312
1313,Player,152,50,,,,3005;3105;3405;5086,21;21;36;10,,1440,5480,100,21313
1314,Player,152,60,,,,3006;3106;3406;5086,16;16;27;6,,1120,5481,100,21314
1315,Player,152,60,,,,3006;3106;3406;5086,25;25;42;12,,1680,5482,100,21315
1316,Player,152,60,,,,3006;3106;3406;5086,40;40;68;18,,2800,5483,100,21316
1317,Player,152,70,,,,3007;3107;3407;5086,43;31;31;7,,2600,5484,100,21317
1318,Player,152,70,,,,3007;3107;3407;5086,59;40;40;14,,3200,5485,100,21318
1319,Player,152,70,,,,3007;3107;3407;5086,85;55;55;21,,3400,5486,100,21319
1326,Player,127,10,,,,3001;3101;3401,5;3;3,,240,,100,21326
1327,Player,127,10,,,,3001;3101;3401;5086,8;4;4;1,,320,,100,21327
1328,Player,127,20,,,,3002;3102;3402;5086,12;7;7;2,,480,,100,21328
1329,Player,127,20,,,,3002;3102;3402;5086,18;10;10;4,,720,,100,21329
1330,Player,127,30,,,,3003;3103;3403;5086,16;9;9;3,,640,,100,21330
1331,Player,127,30,,,,3003;3103;3403;5086,24;14;14;6,,960,,100,21331
1332,Player,127,40,,,,3004;3104;3404;5086,20;12;12;4,,800,5499,100,21332
1333,Player,127,40,,,,3004;3104;3404;5086,30;18;18;8,,1200,5500,100,21333
1334,Player,127,40,,,,3004;3104;3404;5086,48;28;28;12,,2000,5501,100,21334
1335,Player,127,50,,,,3005;3105;3405;5086,24;14;14;5,,960,5502,100,21335
1336,Player,127,50,,,,3005;3105;3405;5086,36;21;21;10,,1440,5503,100,21336
1337,Player,127,60,,,,3006;3106;3406;5086,27;16;16;6,,1120,5504,100,21337
1338,Player,127,60,,,,3006;3106;3406;5086,42;25;25;12,,1680,5505,100,21338
1339,Player,127,60,,,,3006;3106;3406;5086,68;40;40;18,,2800,5506,100,21339
1340,Player,127,70,,,,3007;3107;3407;5086,43;31;31;7,,2600,5807,100,21340
1341,Player,127,70,,,,3007;3107;3407;5086,59;40;40;14,,3200,5808,100,21341
1342,Player,127,70,,,,3007;3107;3407;5086,85;55;55;21,,3400,5809,100,21342
6001,Employee,122,1,60,PT_Money,123,3001;3101;3401,5;3;3,,300,,0,6001
6002,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6002
6003,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6003
6004,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6004
6005,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6005
6006,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6006
6007,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6007
6008,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6008
6009,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6009
6010,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6010
6011,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6011
6012,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6012
6013,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6013
6024,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6024
6025,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6025
6026,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6026
6027,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6027
6028,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6028
6029,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6029
6030,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;2,,1200,,0,6030
6031,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6031
6032,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6032
6033,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6033
6034,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6034
6035,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6035
6036,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6036
6047,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6047
6048,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6048
6049,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6049
6050,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6050
6051,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6051
6052,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6052
6053,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6053
6054,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6054
6055,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6055
6056,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6056
6057,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6057
6058,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6058
6059,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6059
6070,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6070
6071,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6071
6072,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6072
6073,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6073
6074,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6074
6075,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6075
6076,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6076
6077,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6077
6078,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6078
6079,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6079
6080,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6080
6081,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6081
6082,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6082
6093,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6093
6094,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6094
6095,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6095
6096,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6096
6097,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6097
6098,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6098
6099,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6099
6100,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6100
6101,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6101
6102,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6102
6103,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6103
6104,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6104
6105,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6105
6116,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6116
6117,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6117
6118,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6118
6119,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6119
6120,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6120
6121,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6121
6122,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6122
6123,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6123
6124,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6124
6125,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6125
6126,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6126
6127,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6127
6128,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6128
6139,Employee,122,1,,,,3001;3101;3401,4;3;3,,300,,0,6139
6140,Employee,122,1,,,,3001;3101;3401;5086,8;6;6;1,,300,,0,6140
