ID,Level,LevelExp,AssetsID,MonsterID,NpcID,Name,Desc,Icon,DefalutSkill,Race,RaceIcon,PT_HpMax,PT_MpMax,PT_Attack,PT_Defense,PT_Agile,PT_Spirit,PT_Reply,PT_Magicattack,PT_Magicdefense,PT_Hit,PT_Dodge,PT_Crit,PT_counterpunch,PT_NoSleep,PT_NoPetrifaction,PT_NoDrunk,PT_NoChaos,PT_NoForget,PT_NoPoison,AI_class,Fire,Water,Ground,Wind
1,11,1100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,800,300,230,170,260,60,120,35,24,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,12,1200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,860,315,245,182,280,62,122,38,26,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,13,1300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,920,330,260,194,300,64,124,41,28,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,14,1400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,980,345,275,206,320,66,126,44,30,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,15,1500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1040,360,290,218,340,68,128,47,32,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,16,1600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1100,375,305,230,360,70,130,50,34,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,17,1700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1160,390,320,242,380,72,132,53,36,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,18,1800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1220,405,335,254,400,74,134,56,38,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,19,1900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1280,420,350,266,420,76,136,59,40,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,20,2200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1340,435,365,278,440,78,138,62,42,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,21,2500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1400,450,380,290,460,80,140,65,44,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,22,2800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1460,465,395,302,480,82,142,68,46,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,23,3100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1520,480,410,314,500,84,144,71,48,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,24,3400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1580,495,425,326,520,86,146,74,50,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,25,3700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1640,510,440,338,540,88,148,77,52,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,26,4000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1700,525,455,350,560,90,150,80,54,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,27,4300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1760,540,470,362,580,92,152,83,56,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,28,4600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1820,555,485,374,600,94,154,86,58,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,29,4900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1880,570,500,386,620,96,156,89,60,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,30,5500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1940,585,515,398,640,98,158,92,62,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,31,6100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2000,600,530,410,660,100,160,95,64,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,32,6700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2060,615,545,422,680,102,162,98,66,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,33,7300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2120,630,560,434,700,104,164,101,68,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,34,7900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2180,645,575,446,720,106,166,104,70,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,35,8500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2240,660,590,458,740,108,168,107,72,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,36,9100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2300,675,605,470,760,110,170,110,74,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,37,9700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2360,690,620,482,780,112,172,113,76,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,38,10300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2420,705,635,494,800,114,174,116,78,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,39,10900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2480,720,650,506,820,116,176,119,80,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,40,13000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2540,735,665,518,840,118,178,122,82,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,41,15100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2600,750,680,530,860,120,180,125,84,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,42,17200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2660,765,695,542,880,122,182,128,86,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,43,19300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2720,780,710,554,900,124,184,131,88,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,44,21400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2780,795,725,566,920,126,186,134,90,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,45,23500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2840,810,740,578,940,128,188,137,92,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,46,25600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2900,825,755,590,960,130,190,140,94,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,47,27700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2960,840,770,602,980,132,192,143,96,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,48,29800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3020,855,785,614,1000,134,194,146,98,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,49,31900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3080,870,800,626,1020,136,196,149,100,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,50,35000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3140,885,815,638,1040,138,198,152,102,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,51,38100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3200,900,830,650,1060,140,200,155,104,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,52,41200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3260,915,845,662,1080,142,202,158,106,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,53,44300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3320,930,860,674,1100,144,204,161,108,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,54,47400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3380,945,875,686,1120,146,206,164,110,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,55,50500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3440,960,890,698,1140,148,208,167,112,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,56,53600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3500,975,905,710,1160,150,210,170,114,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,57,56700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3560,990,920,722,1180,152,212,173,116,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,58,59800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3620,1005,935,734,1200,154,214,176,118,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,59,62900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3680,1020,950,746,1220,156,216,179,120,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,60,70000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3740,1035,965,758,1240,158,218,182,122,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,61,77100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3800,1050,980,770,1260,160,220,185,124,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,62,84200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3860,1065,995,782,1280,162,222,188,126,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,63,91300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3920,1080,1010,794,1300,164,224,191,128,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,64,98400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3980,1095,1025,806,1320,166,226,194,130,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,65,105500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4040,1110,1040,818,1340,168,228,197,132,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,66,112600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4100,1125,1055,830,1360,170,230,200,134,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,67,119700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4160,1140,1070,842,1380,172,232,203,136,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,68,126800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4220,1155,1085,854,1400,174,234,206,138,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,69,133900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4280,1170,1100,866,1420,176,236,209,140,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,70,150000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4340,1185,1115,878,1440,178,238,212,142,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,71,166100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4400,1200,1130,890,1460,180,240,215,144,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,72,182200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4460,1215,1145,902,1480,182,242,218,146,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,73,198300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4520,1230,1160,914,1500,184,244,221,148,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,74,214400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4580,1245,1175,926,1520,186,246,224,150,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,75,230500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4640,1260,1190,938,1540,188,248,227,152,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,76,246600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4700,1275,1205,950,1560,190,250,230,154,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,77,262700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4760,1290,1220,962,1580,192,252,233,156,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,78,278800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4820,1305,1235,974,1600,194,254,236,158,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,79,294900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4880,1320,1250,986,1620,196,256,239,160,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,80,350000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,4940,1335,1265,998,1640,198,258,242,162,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,81,405100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5000,1350,1280,1010,1660,200,260,245,164,0,0,0,0,0,0,0,0,0,0,1,,,,10
